Company Name,Country,Sector,Subsector,Overall ESG RATING,Overall ESG SCORE,Environmental SCORE,Social SCORE,Governance SCORE
CAPITAL AUTOMOTIVE LP,US,Real Estate Management & Services,Real Estate Operating Companies,A,6.6,5.7,6.6,6
"CAPITAL CITY BANK GROUP, INC",US,Banks,Regional Banks,B,2.7,1.7,3.4,4.7
CAPITAL ONE FINANCIAL CORPORATION,US,Consumer Finance,Consumer Finance,BB,4.28,10,4.2,5.5
"CAPITAL ONE, NATIONAL ASSOCIATION",US,Consumer Finance,Consumer Finance,BB,4.28,10,4.2,5.5
CAPITAL POWER CORPORATION,CA,Utilities,Independent Power Producers & Energy Traders,BBB,5.1,5.7,5.2,5.2
CAPITAL SECURITIES CORP,TW,Investment Banking & Brokerage,Investment Banking & Brokerage,BBB,5.7,4.5,3.4,4.9
CAPITALAND INVESTMENT LIMITED,SG,Real Estate Management & Services,Real Estate Operating Companies,AAA,10,7.3,9.5,6.7
CAPITEC BANK HOLDINGS LIMITED,ZA,Banks,Diversified Banks,BBB,4.6,3.5,3.7,5.3
CAPITEC BANK LIMITED,ZA,Banks,Diversified Banks,BBB,4.6,3.5,3.7,5.3
"CAPITOL FEDERAL FINANCIAL, INC",US,Banks,Thrifts & Mortgage Finance,BBB,4.9,3.5,4.1,3.7
CAPRICORN ENERGY PLC,GB,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,AA,8.5,3.2,8.5,6.3
CAPRICORN METALS LTD,AU,Metals and Mining - Precious Metals,Gold,B,2.7,1.5,3,5
CAPSTEAD MORTGAGE TRUST I,US,Asset Management & Custody Banks,Mortgage REITs,BB,2.9,7,3.7,6
CAPSTONE MINING CORP,CA,Metals and Mining - Non-Precious Metals,Diversified Metals & Mining,A,6.3,2.4,5,6.3
CAR INC,CN,Road & Rail Transport,Trucking,AA,8.4,7.8,3.8,6.2
CARATLANE TRADING PRIVATE LIMITED,IN,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",BBB,4.9,4.3,5,3.5
"CARBONITE, INC",US,Software & Services,Internet Services & Infrastructure,AA,8.1,5.3,6.6,5.1
"CARDCONNECT, LLC",US,Software & Services,Data Processing & Outsourced Services,BBB,5.7,8.7,3.7,6.4
"CARDINAL HEALTH, INC",US,Health Care Providers & Services,Health Care Distributors,A,7,10,5.3,5.5
"CARDIOVASCULAR SYSTEMS, INC",US,Health Care Equipment & Supplies,Health Care Equipment,AA,8.4,6.2,6.9,6.5
"CARDLYTICS, INC",US,Media & Entertainment,Advertising,A,6.9,6.7,4.8,6.3
CARDTRONICS LIMITED,GB,Software & Services,Data Processing & Outsourced Services,BBB,5.7,6.7,3.5,6.3
CARDTRONICS PLC,US,Software & Services,Data Processing & Outsourced Services,BBB,5.7,6.7,3.5,6.3
"CARDTRONICS USA, INC",US,Software & Services,Data Processing & Outsourced Services,BBB,5.7,6.7,3.5,6.3
"CAREDX, INC",US,Biotechnology,Biotechnology,B,1.7,2.8,4.2,5.2
"CAREISMATIC BRANDS, INC",US,Asset Management & Custody Banks,Asset Management & Custody Banks,A,6.5,9,5.4,5
"CARESTREAM HEALTH, INC",US,Health Care Equipment & Supplies,Asset Management & Custody Banks,BBB,4.6,6.7,5,4.1
"CARET HOLDINGS, INC",US,Property & Casualty Insurance,Property & Casualty Insurance,CCC,1.3,1.2,3,5.1
"CARETRUST REIT, INC",US,Real Estate Management & Services,Health Care REITs,B,2.1,3.4,3,5.8
"CARGILL, INCORPORATED",US,Food Products,,A,5.9,6.9,4.1,1.9
"CARGO AIRCRAFT MANAGEMENT, INC",US,Air Freight & Logistics,Air Freight & Logistics,B,2.7,5.8,3.8,5.6
CARGOJET INC,CA,Air Freight & Logistics,Air Freight & Logistics,BB,3.8,3.3,4.7,4.9
CARLISLE COMPANIES INCORPORATED,US,Building Products,Building Products,A,5.8,2.6,5.7,5.5
CARLSBAD ENERGY HOLDINGS LLC,US,Utilities,Independent Power Producers & Energy Traders,A,7,7.4,3.9,5.3
CARLSBERG AS,DK,Beverages,Brewers,AAA,9.1,7,7.5,4.7
CARLSBERG BREWERIES AS,DK,Beverages,Brewers,AAA,9.1,7,7.5,4.7
CARLSBERG BREWERY MALAYSIA BERHAD,MY,Beverages,Brewers,AA,8.1,5.8,5.6,6.6
CARLYLE FINANCE LLC,US,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5,10,6.4,2.5
CARLYLE FINANCE SUBSIDIARY LLC,US,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5,10,6.4,2.5
"CARLYLE GLOBAL MARKET STRATEGIES CLO 2014-3, LTD",KY,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5,10,6.4,2.5
CARLYLE HOLDINGS II FINANCE LLC,US,Asset Management & Custody Banks,Asset Management & Custody Banks,BBB,5,10,6.4,2.5
CARMILA SA,FR,Real Estate Management & Services,Retail REITs,BB,3.7,6,3.2,5.8
CARNARVON ENERGY LIMITED,AU,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BB,3.5,1.1,3.3,8.4
CARNIVAL PLC,GB,Hotels & Travel,"Hotels, Resorts & Cruise Lines",B,1.7,3.1,3.1,4.3
"CARPARTSCOM, INC",US,Retail - Consumer Discretionary,Internet & Direct Marketing Retail,B,2.4,0.7,2.1,5.9
CARPENTER TECHNOLOGY CORPORATION,US,Steel,Steel,B,1.6,0.8,4.6,4.9
CARRAWAY APARTMENTS LLC,US,Real Estate Development & Diversified Activities,Homebuilding,B,2.7,3.9,1.7,4.7
CARREFOUR BANQUE SA,FR,Consumer Finance,Hypermarkets & Super Centers,A,6.2,6.6,4.7,4.5
CARREFOUR SA,FR,Retail - Food & Staples,Hypermarkets & Super Centers,A,6.2,6.6,4.7,4.5
"CARRIAGE SERVICES, INC",US,Diversified Consumer Services,Specialized Consumer Services,BBB,5.5,5.9,4.4,4.8
CARRIER GLOBAL CORPORATION,US,Building Products,Building Products,AA,8.4,7,7.9,5.2
"CARROLS RESTAURANT GROUP, INC",US,Restaurants,Restaurants,B,1.8,1.5,3.5,4.8
CARSALESCOM LIMITED,AU,Interactive Media & Services,Interactive Media & Services,AA,8.1,8,4.3,5.7
CARSCOM INC,US,Interactive Media & Services,Interactive Media & Services,BB,3.2,6.2,1.6,5.7
"CARTERS, INC",US,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods",A,6,1.5,5.2,6.1
CARTIERE VILLA LAGARINA SPA,IT,Containers & Packaging,,B,2,3.9,2.8,2.7
CARVANA CO,US,Retail - Consumer Discretionary,Automotive Retail,B,2.4,2.1,2.9,5.1
CARVILLE ENERGY LLC,US,Utilities,,B,2.7,3.8,5.7,4
CAS Capital No 1 Limited,HK,Telecommunication Services,Integrated Telecommunication Services,A,6.3,8.4,6.5,3.8
"CASA SYSTEMS, INC",US,"Technology Hardware, Storage & Peripherals",Communications Equipment,B,2.1,2.8,3,4.3
CASCADE NATURAL GAS CORPORATION,US,Industrial Conglomerates,Construction & Engineering,AA,8.56,4.7,6.6,6.3
"CASELLA WASTE SYSTEMS, INC",US,Commercial Services & Supplies,Environmental & Facilities Services,BB,3.1,2.4,6.3,5.1
"CASEYS GENERAL STORES, INC",US,Retail - Food & Staples,Food Retail,BBB,5.7,3,3.4,7.6
"CASINO, GUICHARD-PERRACHON SA",FR,Retail - Food & Staples,Food Retail,AA,7.3,6.1,5.9,3.9
"CASIO COMPUTER CO,LTD",JP,Household Durables,Consumer Electronics,BBB,5.2,3.7,4.2,5.2
"CASS INFORMATION SYSTEMS, INC",US,Software & Services,Data Processing & Outsourced Services,BB,2.9,7.3,3,3.8
"CASSAVA SCIENCES, INC",US,Pharmaceuticals,Pharmaceuticals,A,5.9,6.1,6,1.2
CASTLE PEAK POWER FINANCE COMPANY LIMITED,HK,Utilities,Electric Utilities,AA,7.4,6.8,8,5.3
"CATALENT PHARMA SOLUTIONS, INC",US,Pharmaceuticals,Pharmaceuticals,A,6.7,5.3,4.2,6.6
"CATALENT, INC",US,Pharmaceuticals,Pharmaceuticals,A,6.7,5.3,4.2,6.6
CATALINA ALPHA LTD,BM,Diversified Financials,Other Diversified Financial Services,B,1.5,10,5.7,3.1
CATALINA GENERAL INSURANCE LTD,BM,Diversified Financials,Other Diversified Financial Services,B,1.5,10,5.7,3.1
CATALINA HOLDINGS (BERMUDA) LTD,BM,Diversified Financials,Other Diversified Financial Services,B,1.5,10,5.7,3.1
CATALYST HOUSING LIMITED,GB,Real Estate Management & Services,,A,6.8,3.6,6,7.7
"CATALYST PHARMACEUTICALS, INC",US,Biotechnology,Biotechnology,CCC,0,2.2,3.3,4.8
"CATCHER TECHNOLOGY CO, LTD",TW,"Technology Hardware, Storage & Peripherals","Technology Hardware, Storage & Peripherals",BBB,5.2,2.5,5.7,4.1
"CATCHMARK TIMBER TRUST, INC",US,Paper & Forest Products,Specialized REITs,BB,4,4.9,1.3,5.7
CATERPILLAR FINANCIAL SERVICES CORPORATION,US,Consumer Finance,Construction Machinery & Heavy Trucks,A,6.9,5.6,6.8,4.2
CATERPILLAR INC,US,Construction & Farm Machinery & Heavy Trucks,Construction Machinery & Heavy Trucks,A,6.9,5.6,6.8,4.2
CATHAY BANK,US,Banks,Regional Banks,BB,3.5,1.2,3.4,5
CATHAY CAPITAL TRUST II,US,Banks,Regional Banks,BB,3.5,1.2,3.4,5
"CATHAY FINANCIAL HOLDING CO, LTD",TW,Life & Health Insurance,Life & Health Insurance,AA,8.5,7,5.9,5.1
CATHAY GENERAL BANCORP,US,Banks,Regional Banks,BB,3.5,1.2,3.4,5
"CATHAY REAL ESTATE DEVELOPMENT CO,LTD",TW,Real Estate Development & Diversified Activities,Real Estate Development,BBB,4.4,4.5,3.5,4.7
CATHAY UNITED BANK,SG,Life & Health Insurance,Life & Health Insurance,AA,8.5,7,5.9,5.1
"CAVCO INDUSTRIES, INC",US,Real Estate Development & Diversified Activities,Homebuilding,BBB,4.7,4,3.3,5.7
CAWACHI LIMITED,JP,Retail - Food & Staples,Drug Retail,BB,3.8,3.6,3.7,5.3
CAYAN LLC,US,Software & Services,Data Processing & Outsourced Services,BB,4,8,3.5,5.2
CAYMADRID INTERNATIONAL LTD,KY,Banks,Diversified Banks,AA,7.8,7.5,5.9,4.3
"CBAC BORROWER, LLC",US,Casinos & Gaming,Casinos & Gaming,BBB,5.6,5.9,4.1,5.9
"CBIZ, INC",US,Professional Services,Research & Consulting Services,B,2.7,6.8,7.7,5.7
"CBL & ASSOCIATES HOLDCO II, LLC",US,Real Estate Management & Services,Retail REITs,CCC,0,5.6,2.7,4.3
CBL & ASSOCIATES LIMITED PARTNERSHIP,US,Real Estate Management & Services,Retail REITs,CCC,0,5.6,2.7,4.3
"CBL & ASSOCIATES PROPERTIES, INC",US,Real Estate Management & Services,Retail REITs,CCC,0,5.6,2.7,4.3
CBQ FINANCE LIMITED,BM,Banks,Diversified Banks,BBB,5.1,1.1,5.4,4
"CBRE GROUP, INC",US,Real Estate Management & Services,Real Estate Services,AAA,9.2,5,9.8,6.8
"CBRE SERVICES, INC",US,Real Estate Management & Services,Real Estate Services,AAA,9.2,5,9.8,6.8
CBS BROADCASTING INC,US,Media & Entertainment,Broadcasting,BBB,5.2,10,4.6,4.6
"CBTX, INC",US,Banks,Regional Banks,BB,3.8,0.1,3.2,5.6
CC HOLDINGS GS V LLC,US,Telecommunication Services,Specialized REITs,A,6.8,8.2,6.7,5
CC TIANJIN DREDGING COMPANY LIMITED,CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCB Financial Asset Investment Co, Ltd",CN,Banks,Diversified Banks,A,7,5.4,4.9,5.4
"CCB Financial Leasing Co, Ltd",CN,Banks,Diversified Banks,A,7,5.4,4.9,5.4
CCB International (Holdings) Limited,HK,Banks,Diversified Banks,A,7,5.4,4.9,5.4
"CCB Life Insurance Co, Ltd",CN,Banks,Diversified Banks,A,7,5.4,4.9,5.4
CCBL (CAYMAN) 1 CORPORATION LIMITED,CN,Banks,Diversified Banks,A,7,5.4,4.9,5.4
CCC SPOLKA AKCYJNA,PL,"Textiles, Apparel & Luxury Goods",Footwear,A,6.8,3.5,5.6,5.8
"CCCC (Dalian) Real Estate Development Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
CCCC Dredging (Group) Company Limited,CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
CCCC FIRST HARBOR ENGINEERING COMPANY LTD,CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC Financial Leasing Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC First Highway Engineering Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC Fourth Harbor Engineering Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC Fourth Highway Engineering Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
CCCC INVESTMENT COMPANY LIMITED,CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC Second Highway Engineering Co,Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC Shanghai Dredging Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC THIRD HIGHWAY ENGINEERING CO, LTD",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
"CCCC Third Harbor Engineering Co, Ltd",CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
CCCC URBAN INVESTMENT HOLDING COMPANY LIMITED,CN,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
CCCI Treasure Limited,HK,Construction & Engineering,Construction & Engineering,BB,3.8,4.1,2,4.4
CCEP FINANCE (IRELAND) DESIGNATED ACTIVITY COMPANY,IE,Beverages,Soft Drinks,AAA,8.6,7.1,5.8,5.4
"CCH I HOLDINGS, LLC",US,Media & Entertainment,Cable & Satellite,B,2.3,8,3.7,3.3
CCL INDUSTRIES INC,CA,Containers & Packaging,Metal & Glass Containers,B,1.7,5.4,3.8,5
"CCO HOLDINGS, LLC",US,Telecommunication Services,Cable & Satellite,B,2.3,8,3.7,3.3
CCR SA,BR,Transportation Infrastructure,Highways & Railtracks,A,5.9,8.4,5.7,3.9
CCT MTN PTE LTD,SG,Real Estate Management & Services,Office REITs,A,7.1,7.7,6.5,6.1
CD Projekt SA,PL,Media & Entertainment,Interactive Home Entertainment,A,6.7,8.3,4.6,6.1
CDBL FUNDING 1,KY,Diversified Financials,Specialized Finance,A,5.9,8.3,5.9,3.3
CDBL FUNDING 2,KY,Diversified Financials,Specialized Finance,A,5.9,8.3,5.9,3.3
CDC HABITAT SA,FR,Supranationals & Development Banks,,B,2.5,1,4.6,6.5
"CDK GLOBAL, INC",US,Software & Services,Application Software,BBB,4.3,4,4.3,4.2
CDL Hospitality Trusts,SG,Real Estate Management & Services,Hotel & Resort REITs,B,1.6,6.4,2.4,4.5
CDL PROPERTIES LTD,SG,Real Estate Development & Diversified Activities,Diversified Real Estate Activities,AAA,10,8.3,8.9,6
CDP FINANCIERE INC,CA,Asset Management & Custody Banks,,A,6.2,9.3,3.9,6.4
CDW CORPORATION,US,"Electronic Equipment, Instruments & Components",Technology Distributors,BBB,5.71,2.7,2.2,7
CDW LLC,US,"Electronic Equipment, Instruments & Components",Technology Distributors,BBB,5.71,2.7,2.2,7
"CE Oaxaca Cuatro, S de RL de CV",MX,Utilities,Electric Utilities,AA,8.4,9.1,6.4,5.6
"CE Oaxaca Dos, S de R L de C V",MX,Utilities,Renewable Electricity,AA,8.4,9.1,6.4,5.6
CEA II - Centrais Eolicas Assurua II SPE SA,BR,Utilities,Renewable Electricity,A,6.8,8.3,6.5,4.5
CEBU AIR INC,PH,Airlines,Airlines,BB,4.2,5.3,5.7,1.2
"CECEP Solar Energy Co, Ltd",CN,Utilities,Renewable Electricity,BB,4,8.9,2.6,1.8
CECEP Wind-Power Corporation,CN,Utilities,Renewable Electricity,BB,3.9,8.3,2.6,1.9
CECONOMY AG,DE,Retail - Consumer Discretionary,Computer & Electronics Retail,A,6.6,1.6,4.8,6.3
"CEDAR FAIR, LP",US,Hotels & Travel,Leisure Facilities,BBB,5.1,3.4,4.8,5.8
CEDAR WOODS PROPERTIES LIMITED,AU,Real Estate Development & Diversified Activities,Real Estate Development,A,6.4,4.5,4.7,6.6
CEL-SCI CORPORATION,US,Biotechnology,Biotechnology,BB,3.1,6.6,4.9,2.9
CELANESE CORPORATION,US,Specialty Chemicals,Specialty Chemicals,A,5.9,4.4,3.3,7.1
CELANESE US HOLDINGS LLC,US,Commodity Chemicals,Specialty Chemicals,A,5.9,4.4,3.3,7.1
CELCOM NETWORKS SDN BHD,MY,Telecommunication Services,Wireless Telecommunication Services,AA,7.6,10,6.9,4.4
CELESTICA INC,CA,"Electronic Equipment, Instruments & Components",Electronic Manufacturing Services,BBB,4.5,3.8,4.8,3.9
"CELLDEX THERAPEUTICS, INC",US,Biotechnology,Biotechnology,B,1.7,4.5,3.7,4.2
CELSIA SA ESP,CO,Utilities,Electric Utilities,AA,7.9,8.1,6.1,5
"CELSIUS HOLDINGS, INC",US,Beverages,Soft Drinks,BB,3,1.1,4.7,5.6
CELULOSE BEIRA INDUSTRIAL (CELBI) SA,PT,Paper & Forest Products,Paper Products,BB,4,4.3,5.8,4.2
CEMENTOS ARGOS SA,CO,Construction Materials,Construction Materials,A,5.9,4.5,6.7,2.6
CEMEX MATERIALS LLC,US,Construction Materials,Construction Materials,BBB,4.9,3.9,4.9,3.1
"CEMEX, Sociedad Anonima Bursatil de Capital Variable",MX,Construction Materials,Construction Materials,BBB,4.9,3.9,4.9,3.1
CEMIG GERACAO E TRANSMISSAO SA,BR,Utilities,Electric Utilities,AA,7.4,8.9,7.5,2.1
CENCOSUD SA,CL,Retail - Food & Staples,Hypermarkets & Super Centers,BB,4.1,2.7,4.1,4.3
"CENGAGE LEARNING ACQUISITIONS, INC",US,Media,Education Services,CCC,0,5.3,3.1,3.7
"CENGAGE LEARNING HOLDCO, INC",US,Diversified Consumer Services,Education Services,CCC,0,5.3,3.1,3.7
"CENGAGE LEARNING HOLDINGS II, INC",US,Diversified Consumer Services,Education Services,CCC,0,5.3,3.1,3.7
"CENGAGE LEARNING, INC",US,Media,Education Services,CCC,0,5.3,3.1,3.7
CENTAMIN PLC,JE,Metals and Mining - Precious Metals,Gold,AA,8.1,3.5,6,7.4
CENTENE CORPORATION,US,Health Care Providers & Services,Managed Health Care,BBB,4.7,9,4.1,6.2
"CENTENNIAL ENERGY HOLDINGS, INC",US,Industrial Conglomerates,Construction & Engineering,AA,8.56,4.7,6.6,6.3
"CENTENNIAL RESOURCE DEVELOPMENT, INC",US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BB,3.8,1.5,4.3,6.2
"CENTENNIAL RESOURCE PRODUCTION, LLC",US,Oil & Gas Exploration & Production,Oil & Gas Exploration & Production,BB,3.8,1.5,4.3,6.2
CENTER PARCS (UK) GROUP LIMITED,GB,Hotels & Travel,,BBB,4.6,4.5,5.3,2.5
"CENTERPOINT ENERGY HOUSTON ELECTRIC, LLC",US,Utilities,Multi-Utilities,BBB,5.6,5.8,5.9,6.1
CENTERPOINT ENERGY RESOURCES CORP,US,Utilities,Multi-Utilities,BBB,5.3,4.9,4.2,5.9
"CENTERPOINT ENERGY, INC",US,Utilities,Multi-Utilities,BBB,5.3,4.9,4.2,5.9
CENTERSPACE,US,Real Estate Management & Services,Residential REITs,BB,2.9,3.5,2,6.7
"CENTERSTATE BANK, NATIONAL ASSOCIATION",US,Banks,Regional Banks,BB,4.2,0.9,3.6,5.6
CENTERSTATE BANKS OF FLORIDA STATUTORY TRUST I,US,Banks,Regional Banks,BB,4.2,0.9,3.6,5.6
"CENTRAL CHINA REAL ESTATE GROUP (CHINA) CO, LTD",CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.9,5.2,3.4,3.7
CENTRAL CHINA REAL ESTATE LIMITED,CN,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.9,5.2,3.4,3.7
CENTRAL FIDELITY CAPITAL TRUST I,US,Banks,Diversified Banks,BB,4.25,9,2.6,3
CENTRAL GARDEN & PET COMPANY,US,Household & Personal Products,Household Products,BB,3.7,3.9,4.3,4.2
CENTRAL HUDSON GAS & ELECTRIC CORPORATION,US,Utilities,Multi-Utilities,AA,7.9,6.9,6.7,7.3
CENTRAL MAINE POWER COMPANY,US,Utilities,Electric Utilities,AAA,9.5,9,8.4,5.3
CENTRAL PACIFIC FINANCIAL CORP,US,Banks,Regional Banks,BB,3.8,2.2,3.8,6.4
CENTRAL PLAZA DEVELOPMENT LTD,HK,Real Estate Development & Diversified Activities,Real Estate Development,BB,3.9,4.4,1.4,5
CENTRICA PLC,GB,Utilities,Multi-Utilities,AA,7.7,8.4,0.8,7.5
CENTRUS ENERGY CORP,US,Specialty Chemicals,Coal & Consumable Fuels,BB,3.3,2.3,5.3,6.2
"CENTURI GROUP, INC",US,Utilities,Gas Utilities,A,6.5,6,6,4.9
CENTURIA INDUSTRIAL REIT,AU,Real Estate Management & Services,Industrial REITs,B,2.6,3.2,1.9,6.8
CENTURY ALUMINUM COMPANY,US,Metals and Mining - Non-Precious Metals,Aluminum,BBB,4.6,1.1,6.9,4.6
"CENTURY COMMUNITIES, INC",US,Real Estate Development & Diversified Activities,Homebuilding,A,6.4,5.1,5.2,6.6
CENTURY TEXTILE AND INDUSTRIES LIMITED,IN,Paper & Forest Products,Paper Products,B,1.7,3.6,0,5.1
"CEOC, LLC",US,Casinos & Gaming,Casinos & Gaming,BBB,5.6,5.9,4.1,5.9
"CEQUEL COMMUNICATIONS HOLDINGS I, LLC",US,Media & Entertainment,Cable & Satellite,BB,2.9,7,4.2,3.4
CERA SANITARYWARE LIMITED,IN,Building Products,Building Products,B,2.6,5.5,1.8,5
CERENCE INC,US,Software & Services,Application Software,A,6.2,4.5,4.6,6.8
CERES POWER HOLDINGS PLC,GB,Electrical Equipment,Electrical Components & Equipment,BBB,4.4,6.4,2,5.8
CERIDIAN HCM HOLDING INC,US,Software & Services,Application Software,A,6.4,4.5,5.9,4
CERNER CORPORATION,US,Health Care Equipment & Supplies,Health Care Technology,AA,7.9,8.3,6.8,6.3
CERUS CORPORATION,US,Health Care Equipment & Supplies,Health Care Supplies,A,7.1,6.3,6.8,5.2
CESC LTD,IN,Utilities,Electric Utilities,BB,3,3.1,5.9,4.4
CESP - Companhia Energetica de Sao Paulo,BR,Utilities,Renewable Electricity,A,6,7.2,4.2,3.6
CETIN Finance BV,NL,Telecommunication Services,Integrated Telecommunication Services,CCC,0,6.9,4.7,0
CETIN as,CZ,Telecommunication Services,Integrated Telecommunication Services,CCC,0,6.9,4.7,0
CETREL SA,BR,Commodity Chemicals,Commodity Chemicals,B,2.2,4.2,4.6,0.6
CEVA Logistics AG,CH,Air Freight & Logistics,Air Freight & Logistics,B,2.2,8.6,1.8,3.2
CEVA Logistics Finance BV,NL,Air Freight & Logistics,Air Freight & Logistics,B,2.2,8.6,1.8,3.2
"CEVA, INC",US,Semiconductors & Semiconductor Equipment,Semiconductors,B,2.1,6,2.9,3.8
CEWE Stiftung & Co KGaA,DE,Retail - Consumer Discretionary,Diversified Support Services,AA,7.8,6.6,4.5,7.1
"CEZ, as",CZ,Utilities,Electric Utilities,BBB,4.6,6.4,5.1,4
"CF INDUSTRIES HOLDINGS, INC",US,Specialty Chemicals,Fertilizers & Agricultural Chemicals,BB,4.1,2.5,4.5,6.6
"CF INDUSTRIES, INC",US,Specialty Chemicals,Fertilizers & Agricultural Chemicals,BB,4.1,2.5,4.5,6.6
CFI STAVANGER HOLDINGS AS,NO,Real Estate Management & Services,Diversified REITs,BB,3.7,4.3,4.6,5.4
CFR PHARMACEUTICALS SA,CL,Health Care Equipment & Supplies,Pharmaceuticals,BB,4.2,10,5.2,5.4
CGG HOLDING (US) INC,US,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,8.4,8.5,10,5.2
CGG SA,FR,Energy Equipment & Services,Oil & Gas Equipment & Services,AA,8.4,8.5,10,5.2
CGI INC,CA,Software & Services,IT Consulting & Other Services,A,6.7,6.4,4.7,5.9
"CGN NEW ENERGY HOLDINGS CO, LTD",HK,Utilities,Independent Power Producers & Energy Traders,BB,4,5.6,5,3.9
"CGN Power Co, Ltd",CN,Utilities,Independent Power Producers & Energy Traders,BB,3.3,4.1,6.6,2.8
CH Karnchang Public Company Limited,TH,Construction & Engineering,Construction & Engineering,B,2.1,3.7,5,1.7
"CH ROBINSON WORLDWIDE, INC",US,Air Freight & Logistics,Air Freight & Logistics,AAA,9.2,9.3,5.5,5.8
"CHA Healthcare Co,Ltd",KR,Health Care Providers & Services,Health Care Facilities,B,1.6,5.3,4.6,1.5
"CHACHA FOOD COMPANY, LIMITED",CN,Food Products,Packaged Foods & Meats,BB,3,2,5.2,4
"CHAILEASE FINANCE CO, LTD",TW,Diversified Financials,Specialized Finance,A,6.5,10,3.9,5.8
CHAILEASE HOLDING COMPANY LIMITED,TW,Diversified Financials,Specialized Finance,A,6.5,10,3.9,5.8
CHALCO HONG KONG INVESTMENT COMPANY LIMITED,VG,Metals and Mining - Non-Precious Metals,Aluminum,B,2.3,2,2.9,2.7
CHALIECO HONG KONG CORPORATION LIMITED,HK,Construction & Engineering,Construction & Engineering,CCC,0.8,3.5,3,2.7
CHALLENGER LIFE COMPANY LIMITED,AU,Life & Health Insurance,Other Diversified Financial Services,A,6.6,4.5,4.5,8.4
CHALLENGER LIMITED,AU,Life & Health Insurance,Other Diversified Financial Services,A,6.6,4.5,4.5,8.4
CHAMPION IRON LIMITED,AU,Steel,Steel,BBB,5.5,2,5.1,7
CHAMPION MTN LIMITED,HK,Real Estate Management & Services,Office REITs,BB,3.4,6.4,5.2,3.7
